Shipment_ID,Origin,Destination,Shipment_Date,Planned_Delivery_Date,Actual_Delivery_Date,Vehicle_Type,Distance_(km),Weather_Conditions,Traffic_Conditions,Delayed,Planned_Delivery_Days,Actual_Delivery_Days,Delay_Days,Shipment_Month,Shipment_Day_Of_Week,Is_Weekend,Shipment_Quarter,Distance_Category,Avg_Speed,Is_Long_Distance,Is_Bad_Weather,Is_Heavy_Traffic
14673,6,5,2023-09-21,2023-09-26,2023-09-26,3,1761,0,1,0,5,5,0,9,3,0,3,3,352.2,1,0,0
14674,5,8,2024-03-24,2024-03-27,2024-03-29,4,1188,2,2,1,3,5,2,3,6,1,1,1,237.6,1,1,0
14675,1,0,2023-07-11,2023-07-14,2023-07-14,2,1025,0,1,0,3,3,0,7,1,0,3,1,341.6666666666667,0,0,0
14676,5,4,2024-05-27,2024-05-28,2024-05-30,3,231,0,0,1,1,3,2,5,0,0,2,4,77.0,0,0,1
14677,5,3,2024-02-11,2024-02-12,2024-02-13,3,297,0,2,1,1,2,1,2,6,1,1,4,148.5,0,0,0
14678,3,2,2024-01-07,2024-01-09,2024-01-14,2,673,1,1,1,2,7,5,1,6,1,1,2,96.14285714285714,0,1,0
14679,7,9,2023-07-17,2023-07-18,2023-07-19,3,201,2,1,1,1,2,1,7,0,0,3,4,100.5,0,1,0
14680,8,4,2023-08-19,2023-08-22,2023-08-23,2,1100,0,2,1,3,4,1,8,5,1,3,1,275.0,0,0,0
14681,6,8,2023-10-20,2023-10-21,2023-10-22,0,502,2,1,1,1,2,1,10,4,0,4,4,251.0,0,1,0
14682,7,3,2024-02-02,2024-02-07,2024-02-13,3,1787,1,1,1,5,11,6,2,4,0,1,3,162.45454545454547,1,1,0
14683,8,0,2023-03-16,2023-03-17,2023-03-25,3,293,3,0,1,1,9,8,3,3,0,1,4,32.55555555555556,0,1,1
14684,1,9,2023-01-26,2023-01-28,2023-02-01,1,768,1,1,1,2,6,4,1,3,0,1,2,128.0,0,1,0
14685,0,1,2023-11-03,2023-11-04,2023-11-09,1,223,1,1,1,1,6,5,11,4,0,4,4,37.166666666666664,0,1,0
14686,9,6,2024-01-11,2024-01-17,2024-01-18,0,1994,2,1,1,6,7,1,1,3,0,1,3,284.85714285714283,1,1,0
14687,7,2,2023-01-04,2023-01-08,2023-01-08,1,1467,0,1,0,4,4,0,1,2,0,1,0,366.75,1,0,0
14688,2,0,2024-04-12,2024-04-15,2024-04-21,1,1043,0,2,1,3,9,6,4,4,0,2,1,115.88888888888889,0,0,0
14689,3,1,2024-05-26,2024-05-27,2024-05-27,3,353,0,1,0,1,1,0,5,6,1,2,4,353.0,0,0,0
14690,1,4,2023-10-04,2023-10-06,2023-10-08,1,785,0,0,1,2,4,2,10,2,0,4,2,196.25,0,0,1
14691,5,3,2023-08-12,2023-08-13,2023-08-13,1,546,0,1,0,1,1,0,8,5,1,3,4,546.0,0,0,0
14692,5,3,2023-01-06,2023-01-07,2023-01-10,0,537,0,2,1,1,4,3,1,4,0,1,4,134.25,0,0,0
14693,8,7,2024-05-10,2024-05-14,2024-05-15,1,1350,0,2,1,4,5,1,5,4,0,2,0,270.0,1,0,0
14694,1,9,2024-05-16,2024-05-17,2024-05-19,1,464,0,0,1,1,3,2,5,3,0,2,4,154.66666666666666,0,0,1
14695,2,3,2024-05-24,2024-05-29,2024-05-29,3,1548,0,1,0,5,5,0,5,4,0,2,0,309.6,1,0,0
14696,5,1,2023-04-02,2023-04-04,2023-04-06,2,854,1,1,1,2,4,2,4,6,1,2,2,213.5,0,1,0
14697,2,8,2023-12-17,2023-12-21,2023-12-24,1,1395,0,2,1,4,7,3,12,6,1,4,0,199.28571428571428,1,0,0
14698,4,1,2023-01-16,2023-01-22,2023-01-22,3,1910,0,1,0,6,6,0,1,0,0,1,3,318.3333333333333,1,0,0
14699,8,9,2024-03-13,2024-03-16,2024-03-16,0,1110,0,1,0,3,3,0,3,2,0,1,1,370.0,1,0,0
14700,4,2,2023-03-13,2023-03-18,2023-03-25,0,1712,1,0,1,5,12,7,3,0,0,1,3,142.66666666666666,1,1,1
14701,7,6,2024-02-21,2024-02-24,2024-02-24,3,1083,0,1,0,3,3,0,2,2,0,1,1,361.0,0,0,0
14702,7,5,2023-08-18,2023-08-21,2023-08-21,2,1159,0,1,0,3,3,0,8,4,0,3,1,386.3333333333333,1,0,0
14703,7,0,2023-06-28,2023-06-29,2023-06-29,2,552,0,1,0,1,1,0,6,2,0,2,4,552.0,0,0,0
14704,5,3,2023-08-05,2023-08-09,2023-08-12,2,1464,1,2,1,4,7,3,8,5,1,3,0,209.14285714285714,1,1,0
14705,0,2,2023-08-02,2023-08-06,2023-08-07,2,1359,0,2,1,4,5,1,8,2,0,3,0,271.8,1,0,0
14706,9,8,2023-07-29,2023-08-03,2023-08-06,3,1687,2,1,1,5,8,3,7,5,1,3,3,210.875,1,1,0
14707,5,0,2023-12-24,2023-12-25,2023-12-29,3,210,0,2,1,1,5,4,12,6,1,4,4,42.0,0,0,0
14708,4,9,2023-04-08,2023-04-10,2023-04-12,1,627,2,2,1,2,4,2,4,5,1,2,2,156.75,0,1,0
14709,8,0,2024-04-22,2024-04-24,2024-04-26,1,869,0,1,1,2,4,2,4,0,0,2,2,217.25,0,0,0
14710,9,7,2023-11-04,2023-11-06,2023-11-06,2,796,0,1,0,2,2,0,11,5,1,4,2,398.0,0,0,0
14711,5,1,2023-03-01,2023-03-03,2023-03-05,2,636,1,1,1,2,4,2,3,2,0,1,2,159.0,0,1,0
14712,7,2,2023-05-27,2023-06-02,2023-06-03,0,1937,0,2,1,6,7,1,5,5,1,2,3,276.7142857142857,1,0,0
14713,8,0,2024-02-22,2024-02-26,2024-02-24,2,657,0,0,1,4,2,-2,2,3,0,1,2,328.5,0,0,1
14714,5,7,2023-10-26,2023-10-27,2023-10-27,2,575,0,1,0,1,1,0,10,3,0,4,2,575.0,0,0,0
14715,5,1,2023-08-13,2023-08-14,2023-08-14,4,327,0,1,0,1,1,0,8,6,1,3,4,327.0,0,0,0
14716,3,0,2023-04-02,2023-04-07,2023-04-09,2,1633,1,1,1,5,7,2,4,6,1,2,0,233.28571428571428,1,1,0
14717,1,8,2023-06-25,2023-06-26,2023-06-28,1,529,1,1,1,1,3,2,6,6,1,2,4,176.33333333333334,0,1,0
14718,5,7,2023-12-11,2023-12-14,2023-12-12,2,321,1,1,1,3,1,-2,12,0,0,4,4,321.0,0,1,0
14719,8,6,2023-11-18,2023-11-19,2023-11-20,1,589,2,1,1,1,2,1,11,5,1,4,2,294.5,0,1,0
14720,8,4,2023-10-28,2023-11-01,2023-11-01,2,1276,0,1,0,4,4,0,10,5,1,4,1,319.0,1,0,0
14721,0,2,2024-04-14,2024-04-18,2024-04-20,1,1348,2,2,1,4,6,2,4,6,1,2,0,224.66666666666666,1,1,0
14722,8,9,2023-07-02,2023-07-03,2023-07-06,2,240,0,2,1,1,4,3,7,6,1,3,4,60.0,0,0,0
14723,4,7,2023-05-03,2023-05-07,2023-05-08,2,1205,0,2,1,4,5,1,5,2,0,2,1,241.0,1,0,0
14724,5,4,2024-05-20,2024-05-23,2024-05-25,0,1128,2,2,1,3,5,2,5,0,0,2,1,225.6,1,1,0
14725,9,0,2023-09-14,2023-09-19,2023-09-24,0,1709,3,0,1,5,10,5,9,3,0,3,3,170.9,1,1,1
14726,1,6,2023-01-31,2023-02-01,2023-02-01,2,438,0,1,0,1,1,0,1,1,0,1,4,438.0,0,0,0
14727,0,4,2024-04-05,2024-04-09,2024-04-12,2,1215,2,1,1,4,7,3,4,4,0,2,1,173.57142857142858,1,1,0
14728,1,2,2023-02-07,2023-02-08,2023-02-08,2,520,0,1,0,1,1,0,2,1,0,1,4,520.0,0,0,0
14729,6,9,2023-09-19,2023-09-20,2023-09-22,0,303,0,0,1,1,3,2,9,1,0,3,4,101.0,0,0,1
14730,4,5,2024-05-19,2024-05-22,2024-05-23,1,959,0,2,1,3,4,1,5,6,1,2,1,239.75,0,0,0
14731,7,2,2023-03-16,2023-03-21,2023-03-21,1,1510,0,1,0,5,5,0,3,3,0,1,0,302.0,1,0,0
14732,4,8,2023-11-04,2023-11-09,2023-11-09,2,1755,0,1,0,5,5,0,11,5,1,4,3,351.0,1,0,0
14733,8,0,2024-01-04,2024-01-05,2024-01-08,2,508,3,1,1,1,4,3,1,3,0,1,4,127.0,0,1,0
14734,5,3,2024-01-12,2024-01-18,2024-01-20,1,1834,0,0,1,6,8,2,1,4,0,1,3,229.25,1,0,1
14735,2,6,2024-03-19,2024-03-20,2024-03-23,3,359,0,2,1,1,4,3,3,1,0,1,4,89.75,0,0,0
14736,7,0,2024-05-07,2024-05-11,2024-05-17,1,1278,2,1,1,4,10,6,5,1,0,2,1,127.8,1,1,0
14737,5,6,2024-05-18,2024-05-19,2024-05-20,2,357,2,1,1,1,2,1,5,5,1,2,4,178.5,0,1,0
14738,9,4,2024-02-29,2024-03-04,2024-03-06,2,1206,0,0,1,4,6,2,2,3,0,1,1,201.0,1,0,1
14739,5,2,2024-02-04,2024-02-10,2024-02-13,3,1921,1,2,1,6,9,3,2,6,1,1,3,213.44444444444446,1,1,0
14740,5,4,2023-07-30,2023-08-03,2023-08-07,3,1440,2,1,1,4,8,4,7,6,1,3,0,180.0,1,1,0
14741,7,6,2024-02-24,2024-02-27,2024-02-28,1,1148,0,2,1,3,4,1,2,5,1,1,1,287.0,1,0,0
14742,6,8,2023-11-06,2023-11-11,2023-11-11,2,1626,0,1,0,5,5,0,11,0,0,4,0,325.2,1,0,0
14743,5,8,2023-10-12,2023-10-15,2023-10-19,3,940,0,1,1,3,7,4,10,3,0,4,1,134.28571428571428,0,0,0
14744,3,5,2023-05-17,2023-05-22,2023-05-24,0,1725,0,0,1,5,7,2,5,2,0,2,3,246.42857142857142,1,0,1
14745,8,0,2024-03-16,2024-03-17,2024-03-19,0,416,2,2,1,1,3,2,3,5,1,1,4,138.66666666666666,0,1,0
14746,8,0,2023-02-26,2023-03-03,2023-03-03,2,1686,0,1,0,5,5,0,2,6,1,1,3,337.2,1,0,0
14747,3,6,2023-03-14,2023-03-15,2023-03-15,2,369,0,1,0,1,1,0,3,1,0,1,4,369.0,0,0,0
14748,3,4,2023-08-14,2023-08-20,2023-08-25,1,1835,2,0,1,6,11,5,8,0,0,3,3,166.8181818181818,1,1,1
14749,3,9,2023-02-23,2023-02-24,2023-02-24,2,416,0,1,0,1,1,0,2,3,0,1,4,416.0,0,0,0
14750,1,7,2023-03-22,2023-03-28,2023-03-29,4,1956,0,2,1,6,7,1,3,2,0,1,3,279.42857142857144,1,0,0
14751,3,0,2024-01-24,2024-01-29,2024-01-31,2,1616,0,0,1,5,7,2,1,2,0,1,0,230.85714285714286,1,0,1
14752,7,8,2023-11-22,2023-11-23,2023-11-26,2,449,0,1,1,1,4,3,11,2,0,4,4,112.25,0,0,0
14753,6,5,2023-06-20,2023-06-21,2023-06-23,0,232,1,1,1,1,3,2,6,1,0,2,4,77.33333333333333,0,1,0
14754,9,2,2024-04-06,2024-04-07,2024-04-07,1,423,0,1,0,1,1,0,4,5,1,2,4,423.0,0,0,0
14755,3,6,2023-04-15,2023-04-21,2023-04-29,4,1981,1,2,1,6,14,8,4,5,1,2,3,141.5,1,1,0
14756,1,6,2024-01-10,2024-01-12,2024-01-15,2,730,1,2,1,2,5,3,1,2,0,1,2,146.0,0,1,0
14757,9,5,2023-04-26,2023-04-30,2023-04-30,0,1386,0,1,0,4,4,0,4,2,0,2,0,346.5,1,0,0
14758,3,2,2024-03-20,2024-03-24,2024-03-24,1,1447,0,1,0,4,4,0,3,2,0,1,0,361.75,1,0,0
14759,8,1,2023-11-23,2023-11-27,2023-12-01,1,1268,0,2,1,4,8,4,11,3,0,4,1,158.5,1,0,0
14760,5,1,2024-02-08,2024-02-13,2024-02-15,2,1649,0,1,1,5,7,2,2,3,0,1,3,235.57142857142858,1,0,0
14761,4,8,2024-03-24,2024-03-30,2024-04-02,2,1948,0,1,1,6,9,3,3,6,1,1,3,216.44444444444446,1,0,0
14762,7,0,2023-10-25,2023-10-31,2023-10-31,0,1840,0,1,0,6,6,0,10,2,0,4,3,306.6666666666667,1,0,0
14763,7,2,2023-12-21,2023-12-26,2023-12-26,3,1767,0,1,0,5,5,0,12,3,0,4,3,353.4,1,0,0
14764,5,3,2023-04-30,2023-05-03,2023-05-04,3,1161,0,2,1,3,4,1,4,6,1,2,1,290.25,1,0,0
14765,3,2,2024-01-18,2024-01-23,2024-01-24,1,1621,0,2,1,5,6,1,1,3,0,1,0,270.1666666666667,1,0,0
14766,4,8,2023-04-22,2023-04-23,2023-04-24,2,430,0,2,1,1,2,1,4,5,1,2,4,215.0,0,0,0
14767,5,1,2023-09-16,2023-09-20,2023-09-20,4,1330,0,1,0,4,4,0,9,5,1,3,0,332.5,1,0,0
14768,9,5,2024-02-05,2024-02-10,2024-02-13,0,1799,0,1,1,5,8,3,2,0,0,1,3,224.875,1,0,0
14769,1,6,2023-02-13,2023-02-15,2023-02-15,2,884,0,1,0,2,2,0,2,0,0,1,2,442.0,0,0,0
14770,3,0,2023-11-06,2023-11-07,2023-11-09,3,215,0,0,1,1,3,2,11,0,0,4,4,71.66666666666667,0,0,1
14771,8,9,2023-10-07,2023-10-09,2023-10-09,2,764,0,1,0,2,2,0,10,5,1,4,2,382.0,0,0,0
14772,2,9,2023-02-26,2023-03-01,2023-03-02,0,1110,0,2,1,3,4,1,2,6,1,1,1,277.5,1,0,0
14773,1,8,2023-10-06,2023-10-07,2023-10-09,0,494,2,2,1,1,3,2,10,4,0,4,4,164.66666666666666,0,1,0
14774,6,7,2024-02-16,2024-02-22,2024-02-27,2,1972,0,1,1,6,11,5,2,4,0,1,3,179.27272727272728,1,0,0
14775,3,6,2023-01-19,2023-01-22,2023-01-25,3,988,3,1,1,3,6,3,1,3,0,1,1,164.66666666666666,0,1,0
14776,0,2,2023-01-07,2023-01-09,2023-01-11,2,865,0,1,1,2,4,2,1,5,1,1,2,216.25,0,0,0
14777,9,5,2023-04-08,2023-04-13,2023-04-18,3,1671,3,0,1,5,10,5,4,5,1,2,3,167.1,1,1,1
14778,3,7,2024-03-15,2024-03-16,2024-03-18,0,458,2,2,1,1,3,2,3,4,0,1,4,152.66666666666666,0,1,0
14779,9,0,2024-03-27,2024-04-02,2024-04-02,3,1843,0,1,0,6,6,0,3,2,0,1,3,307.1666666666667,1,0,0
14780,8,5,2024-03-07,2024-03-09,2024-03-10,2,680,0,2,1,2,3,1,3,3,0,1,2,226.66666666666666,0,0,0
14781,8,3,2023-08-19,2023-08-22,2023-08-23,1,923,0,2,1,3,4,1,8,5,1,3,1,230.75,0,0,0
14782,8,3,2024-01-26,2024-01-27,2024-01-28,3,500,0,2,1,1,2,1,1,4,0,1,4,250.0,0,0,0
14783,0,9,2024-01-07,2024-01-11,2024-01-11,0,1474,0,1,0,4,4,0,1,6,1,1,0,368.5,1,0,0
14784,7,5,2023-12-08,2023-12-14,2023-12-15,1,2000,0,2,1,6,7,1,12,4,0,4,3,285.7142857142857,1,0,0
14785,5,6,2023-03-21,2023-03-26,2023-03-28,2,1602,0,1,1,5,7,2,3,1,0,1,0,228.85714285714286,1,0,0
14786,0,9,2023-12-27,2024-01-01,2024-01-05,2,1522,0,2,1,5,9,4,12,2,0,4,0,169.11111111111111,1,0,0
14787,6,1,2023-06-27,2023-07-02,2023-07-05,0,1661,2,0,1,5,8,3,6,1,0,2,3,207.625,1,1,1
14788,3,4,2023-02-15,2023-02-16,2023-02-17,2,496,0,2,1,1,2,1,2,2,0,1,4,248.0,0,0,0
14789,8,3,2023-03-06,2023-03-08,2023-03-08,0,811,0,1,0,2,2,0,3,0,0,1,2,405.5,0,0,0
14790,8,4,2023-04-06,2023-04-12,2023-04-12,0,1933,0,1,0,6,6,0,4,3,0,2,3,322.1666666666667,1,0,0
14791,2,8,2024-02-05,2024-02-07,2024-02-08,2,706,0,2,1,2,3,1,2,0,0,1,2,235.33333333333334,0,0,0
14792,5,8,2023-10-22,2023-10-28,2023-11-02,0,1995,0,2,1,6,11,5,10,6,1,4,3,181.36363636363637,1,0,0
14793,8,1,2023-08-03,2023-08-04,2023-08-06,1,358,0,0,1,1,3,2,8,3,0,3,4,119.33333333333333,0,0,1
14794,8,2,2023-06-07,2023-06-09,2023-06-16,0,713,1,1,1,2,9,7,6,2,0,2,2,79.22222222222223,0,1,0
14795,6,4,2023-04-13,2023-04-14,2023-04-20,1,520,2,2,1,1,7,6,4,3,0,2,4,74.28571428571429,0,1,0
14796,0,4,2023-05-19,2023-05-23,2023-05-23,4,1352,0,1,0,4,4,0,5,4,0,2,0,338.0,1,0,0
14797,4,3,2024-03-04,2024-03-05,2024-03-07,3,574,0,1,1,1,3,2,3,0,0,1,2,191.33333333333334,0,0,0
14798,3,5,2023-11-22,2023-11-26,2023-11-26,3,1411,0,1,0,4,4,0,11,2,0,4,0,352.75,1,0,0
14799,9,3,2024-01-10,2024-01-13,2024-01-13,1,948,0,1,0,3,3,0,1,2,0,1,1,316.0,0,0,0
14800,7,3,2023-01-27,2023-02-02,2023-02-02,3,1875,0,1,0,6,6,0,1,4,0,1,3,312.5,1,0,0
14801,4,1,2024-05-13,2024-05-14,2024-05-14,0,561,0,1,0,1,1,0,5,0,0,2,4,561.0,0,0,0
14802,1,7,2023-06-07,2023-06-13,2023-06-08,0,361,0,1,1,6,1,-5,6,2,0,2,4,361.0,0,0,0
14803,0,6,2023-07-20,2023-07-21,2023-07-23,2,258,0,0,1,1,3,2,7,3,0,3,4,86.0,0,0,1
14804,6,7,2023-02-15,2023-02-19,2023-02-20,1,1386,0,2,1,4,5,1,2,2,0,1,0,277.2,1,0,0
14805,6,2,2023-04-27,2023-04-30,2023-05-04,0,951,3,2,1,3,7,4,4,3,0,2,1,135.85714285714286,0,1,0
14806,3,8,2023-06-28,2023-06-29,2023-06-30,3,366,0,2,1,1,2,1,6,2,0,2,4,183.0,0,0,0
14807,4,8,2024-05-11,2024-05-16,2024-05-16,1,1615,0,1,0,5,5,0,5,5,1,2,0,323.0,1,0,0
14808,0,2,2024-05-16,2024-05-22,2024-05-22,1,1846,0,1,0,6,6,0,5,3,0,2,3,307.6666666666667,1,0,0
14809,1,7,2024-02-28,2024-03-01,2024-03-06,3,832,0,1,1,2,7,5,2,2,0,1,2,118.85714285714286,0,0,0
14810,9,7,2023-06-28,2023-06-30,2023-07-06,1,745,0,0,1,2,8,6,6,2,0,2,2,93.125,0,0,1
14811,5,8,2024-04-05,2024-04-11,2024-04-09,1,1493,2,2,1,6,4,-2,4,4,0,2,0,373.25,1,1,0
14812,5,8,2023-01-07,2023-01-10,2023-01-10,3,1134,0,1,0,3,3,0,1,5,1,1,1,378.0,1,0,0
14813,7,0,2024-03-31,2024-04-02,2024-04-02,3,779,0,1,0,2,2,0,3,6,1,1,2,389.5,0,0,0
14814,9,3,2023-04-08,2023-04-14,2023-04-14,0,1902,0,1,0,6,6,0,4,5,1,2,3,317.0,1,0,0
14815,0,9,2023-05-30,2023-06-02,2023-06-05,2,907,3,1,1,3,6,3,5,1,0,2,2,151.16666666666666,0,1,0
14816,9,7,2024-01-03,2024-01-04,2024-01-06,3,453,1,1,1,1,3,2,1,2,0,1,4,151.0,0,1,0
14817,2,1,2024-03-14,2024-03-17,2024-03-19,1,1055,0,0,1,3,5,2,3,3,0,1,1,211.0,0,0,1
14818,7,5,2024-05-25,2024-05-28,2024-05-28,2,1172,0,1,0,3,3,0,5,5,1,2,1,390.6666666666667,1,0,0
14819,6,0,2024-04-28,2024-05-01,2024-05-04,3,1039,3,1,1,3,6,3,4,6,1,2,1,173.16666666666666,0,1,0
14820,1,9,2023-06-16,2023-06-17,2023-06-22,2,427,2,1,1,1,6,5,6,4,0,2,4,71.16666666666667,0,1,0
14821,0,7,2023-07-26,2023-07-28,2023-07-28,3,858,0,1,0,2,2,0,7,2,0,3,2,429.0,0,0,0
14822,0,4,2024-01-25,2024-01-29,2024-01-29,2,1372,0,1,0,4,4,0,1,3,0,1,0,343.0,1,0,0
14823,0,7,2024-04-28,2024-05-01,2024-05-01,0,1183,0,1,0,3,3,0,4,6,1,2,1,394.3333333333333,1,0,0
14824,6,8,2023-11-10,2023-11-12,2023-11-17,3,759,3,0,1,2,7,5,11,4,0,4,2,108.42857142857143,0,1,1
14825,8,2,2023-10-17,2023-10-18,2023-10-21,2,537,0,1,1,1,4,3,10,1,0,4,4,134.25,0,0,0
14826,9,3,2024-02-17,2024-02-20,2024-02-25,0,1071,2,2,1,3,8,5,2,5,1,1,1,133.875,0,1,0
14827,3,9,2023-12-27,2023-12-31,2023-12-31,2,1228,0,1,0,4,4,0,12,2,0,4,1,307.0,1,0,0
14828,1,0,2023-05-27,2023-05-29,2023-05-30,0,820,0,2,1,2,3,1,5,5,1,2,2,273.3333333333333,0,0,0
14829,6,8,2023-07-24,2023-07-27,2023-07-31,1,980,3,2,1,3,7,4,7,0,0,3,1,140.0,0,1,0
14830,9,0,2023-05-18,2023-05-23,2023-05-25,2,1799,2,2,1,5,7,2,5,3,0,2,3,257.0,1,1,0
14831,6,9,2023-01-01,2023-01-06,2023-01-07,1,1560,0,2,1,5,6,1,1,6,1,1,0,260.0,1,0,0
14832,7,3,2023-06-26,2023-06-30,2023-07-03,3,1387,0,2,1,4,7,3,6,0,0,2,0,198.14285714285714,1,0,0
14833,4,1,2023-10-12,2023-10-15,2023-10-17,2,935,0,0,1,3,5,2,10,3,0,4,1,187.0,0,0,1
14834,2,7,2023-06-28,2023-07-01,2023-07-04,2,1107,0,2,1,3,6,3,6,2,0,2,1,184.5,1,0,0
14835,9,0,2023-03-01,2023-03-06,2023-03-08,3,1707,0,0,1,5,7,2,3,2,0,1,3,243.85714285714286,1,0,1
14836,8,5,2023-06-05,2023-06-06,2023-06-06,2,544,0,1,0,1,1,0,6,0,0,2,4,544.0,0,0,0
14837,2,1,2023-04-13,2023-04-16,2023-04-17,2,1136,0,2,1,3,4,1,4,3,0,2,1,284.0,1,0,0
14838,2,8,2023-05-30,2023-06-02,2023-06-03,2,1072,2,1,1,3,4,1,5,1,0,2,1,268.0,0,1,0
14839,1,6,2023-12-03,2023-12-04,2023-12-06,0,283,2,2,1,1,3,2,12,6,1,4,4,94.33333333333333,0,1,0
14840,3,8,2023-09-25,2023-09-26,2023-09-28,2,287,0,0,1,1,3,2,9,0,0,3,4,95.66666666666667,0,0,1
14841,5,7,2024-02-02,2024-02-05,2024-02-07,3,1090,2,2,1,3,5,2,2,4,0,1,1,218.0,0,1,0
14842,4,2,2023-06-24,2023-06-28,2023-07-03,2,1342,3,1,1,4,9,5,6,5,1,2,0,149.11111111111111,1,1,0
14843,2,7,2024-02-18,2024-02-19,2024-02-19,2,560,0,1,0,1,1,0,2,6,1,1,4,560.0,0,0,0
14844,2,0,2024-01-25,2024-01-31,2024-02-02,3,1962,0,0,1,6,8,2,1,3,0,1,3,245.25,1,0,1
14845,2,5,2023-08-08,2023-08-09,2023-08-17,0,290,2,0,1,1,9,8,8,1,0,3,4,32.22222222222222,0,1,1
14846,4,2,2023-01-13,2023-01-18,2023-01-21,1,1650,3,1,1,5,8,3,1,4,0,1,3,206.25,1,1,0
14847,9,0,2024-03-31,2024-04-01,2024-04-02,0,242,2,1,1,1,2,1,3,6,1,1,4,121.0,0,1,0
14848,0,1,2023-12-25,2023-12-26,2023-12-26,2,241,0,1,0,1,1,0,12,0,0,4,4,241.0,0,0,0
14849,2,3,2024-05-05,2024-05-11,2024-05-17,2,1930,0,2,1,6,12,6,5,6,1,2,3,160.83333333333334,1,0,0
14850,0,7,2023-06-30,2023-07-01,2023-07-07,4,249,3,2,1,1,7,6,6,4,0,2,4,35.57142857142857,0,1,0
14851,6,8,2023-11-22,2023-11-23,2023-11-23,3,322,0,1,0,1,1,0,11,2,0,4,4,322.0,0,0,0
14852,5,1,2023-08-09,2023-08-13,2023-08-15,3,1413,0,0,1,4,6,2,8,2,0,3,0,235.5,1,0,1
14853,0,1,2024-03-13,2024-03-17,2024-03-22,2,1213,0,2,1,4,9,5,3,2,0,1,1,134.77777777777777,1,0,0
14854,1,0,2024-03-15,2024-03-16,2024-03-20,4,305,3,2,1,1,5,4,3,4,0,1,4,61.0,0,1,0
14855,3,7,2023-10-28,2023-11-01,2023-11-03,1,1491,0,0,1,4,6,2,10,5,1,4,0,248.5,1,0,1
14856,1,9,2023-10-16,2023-10-20,2023-10-23,4,1420,1,2,1,4,7,3,10,0,0,4,0,202.85714285714286,1,1,0
14857,4,7,2023-07-14,2023-07-17,2023-07-19,1,1018,0,0,1,3,5,2,7,4,0,3,1,203.6,0,0,1
14858,0,4,2023-01-31,2023-02-02,2023-02-04,3,717,0,0,1,2,4,2,1,1,0,1,2,179.25,0,0,1
14859,6,7,2023-10-31,2023-11-05,2023-11-06,0,1787,0,2,1,5,6,1,10,1,0,4,3,297.8333333333333,1,0,0
14860,9,6,2024-05-16,2024-05-20,2024-05-20,3,1356,0,1,0,4,4,0,5,3,0,2,0,339.0,1,0,0
14861,2,4,2023-11-25,2023-11-30,2023-12-01,0,1764,2,1,1,5,6,1,11,5,1,4,3,294.0,1,1,0
14862,6,1,2024-02-29,2024-03-05,2024-03-05,1,1549,0,1,0,5,5,0,2,3,0,1,0,309.8,1,0,0
14863,6,1,2024-03-14,2024-03-19,2024-03-21,0,1746,0,0,1,5,7,2,3,3,0,1,3,249.42857142857142,1,0,1
14864,5,8,2023-08-26,2023-08-29,2023-08-31,2,1168,0,0,1,3,5,2,8,5,1,3,1,233.6,1,0,1
14865,5,6,2023-08-17,2023-08-18,2023-08-23,2,309,0,2,1,1,6,5,8,3,0,3,4,51.5,0,0,0
14866,1,0,2024-04-18,2024-04-19,2024-04-22,3,318,3,1,1,1,4,3,4,3,0,2,4,79.5,0,1,0
14867,2,1,2023-02-14,2023-02-18,2023-02-22,1,1284,3,2,1,4,8,4,2,1,0,1,0,160.5,1,1,0
14868,8,9,2023-02-21,2023-02-26,2023-02-26,0,1601,0,1,0,5,5,0,2,1,0,1,0,320.2,1,0,0
14869,4,0,2024-04-05,2024-04-10,2024-04-12,0,1572,0,1,1,5,7,2,4,4,0,2,0,224.57142857142858,1,0,0
14870,1,0,2023-01-04,2023-01-05,2023-01-08,0,252,3,1,1,1,4,3,1,2,0,1,4,63.0,0,1,0
14871,7,5,2023-08-07,2023-08-11,2023-08-11,1,1462,0,1,0,4,4,0,8,0,0,3,0,365.5,1,0,0
14872,5,6,2023-12-07,2023-12-08,2023-12-09,1,586,0,2,1,1,2,1,12,3,0,4,2,293.0,0,0,0
14873,8,7,2023-06-18,2023-06-20,2023-06-22,2,882,0,0,1,2,4,2,6,6,1,2,2,220.5,0,0,1
14874,1,8,2023-05-25,2023-05-31,2023-06-02,3,1947,2,2,1,6,8,2,5,3,0,2,3,243.375,1,1,0
14875,1,6,2023-10-16,2023-10-17,2023-10-20,4,415,2,0,1,1,4,3,10,0,0,4,4,103.75,0,1,1
14876,1,7,2024-03-06,2024-03-09,2024-03-09,3,1071,0,1,0,3,3,0,3,2,0,1,1,357.0,0,0,0
14877,9,5,2023-04-20,2023-04-24,2023-04-24,2,1255,0,1,0,4,4,0,4,3,0,2,1,313.75,1,0,0
14878,6,7,2024-04-07,2024-04-08,2024-04-10,0,216,2,2,1,1,3,2,4,6,1,2,4,72.0,0,1,0
14879,0,5,2023-02-01,2023-02-07,2023-02-09,3,1873,0,0,1,6,8,2,2,2,0,1,3,234.125,1,0,1
14880,7,0,2023-05-31,2023-06-04,2023-06-08,1,1421,1,0,1,4,8,4,5,2,0,2,0,177.625,1,1,1
14881,3,6,2023-12-25,2023-12-27,2023-12-26,0,534,0,2,1,2,1,-1,12,0,0,4,4,534.0,0,0,0
